Negative,Neutral,Positive,accuracy,macro avg,weighted avg
0.6,0.22727272727272727,0.8386770165372933,0.833,0.5553165812700068,0.7603224189243089
0.04477611940298507,0.016339869281045753,0.9967910148415564,0.833,0.35263566784186245,0.833
0.08333333333333333,0.030487804878048783,0.9109237536656891,0.833,0.3415816306256904,0.765670728727082
201.0,306.0,2493.0,0.833,3000.0,3000.0
